parts	slices	turns	n	omp	N	function	total_time(sec)	time_per_call(ms)	std(%)	calls	global_percentage
63000000	31500	2000	63	1	4	total_time	52.8	52801.85	0.0	1.0	100.0
65000000	32500	2000	65	1	4	comm:bcast	0.36	0.06	24.31	6001.0	0.63
65000000	32500	2000	65	1	4	comm:gather	0.68	677.41	0.0	1.0	1.19
65000000	32500	2000	65	1	4	comm:histo_extra	3.79	1.89	95.55	2000.0	6.65
65000000	32500	2000	65	1	4	comm:recv_task	2.63	0.22	2550.78	12004.0	4.62
65000000	32500	2000	65	1	4	comm:scatter	5.62	5623.34	0.0	1.0	9.85
65000000	32500	2000	65	1	4	comp:drift	8.16	4.08	6.57	2000.0	14.33
65000000	32500	2000	65	1	4	comp:histo	10.56	5.28	3.04	2000.0	18.54
65000000	32500	2000	65	1	4	comp:kick	24.91	12.46	8.72	2000.0	43.76
65000000	32500	2000	65	1	4	Other	0.24	237.02	0.0	1.0	0.42
65000000	32500	2000	65	1	4	total_time	56.94	56936.21	0.0	1.0	100.0
67000000	33500	2000	67	1	4	comm:bcast	0.68	0.11	36.4	6001.0	0.74
67000000	33500	2000	67	1	4	comm:gather	1.02	1022.28	0.0	1.0	1.1
67000000	33500	2000	67	1	4	comm:histo_extra	17.6	8.8	43.72	2000.0	18.98
67000000	33500	2000	67	1	4	comm:recv_task	17.91	1.49	775.48	12004.0	19.32
67000000	33500	2000	67	1	4	comm:scatter	2.13	2127.04	0.0	1.0	2.29
67000000	33500	2000	67	1	4	comp:drift	11.82	5.91	8.07	2000.0	12.75
67000000	33500	2000	67	1	4	comp:histo	13.55	6.77	5.02	2000.0	14.61
67000000	33500	2000	67	1	4	comp:kick	27.71	13.85	9.23	2000.0	29.88
67000000	33500	2000	67	1	4	Other	0.31	314.52	0.0	1.0	0.34
67000000	33500	2000	67	1	4	total_time	92.73	92734.73	0.0	1.0	100.0
69000000	34500	2000	69	1	4	comm:bcast	0.35	0.06	30.84	6001.0	0.65
69000000	34500	2000	69	1	4	comm:gather	0.74	738.35	0.0	1.0	1.38
69000000	34500	2000	69	1	4	comm:histo_extra	3.95	1.98	107.31	2000.0	7.39
69000000	34500	2000	69	1	4	comm:recv_task	2.21	0.18	2833.64	12004.0	4.14
69000000	34500	2000	69	1	4	comm:scatter	1.93	1931.81	0.0	1.0	3.61
69000000	34500	2000	69	1	4	comp:drift	8.16	4.08	4.1	2000.0	15.28
69000000	34500	2000	69	1	4	comp:histo	10.68	5.34	2.77	2000.0	19.98
69000000	34500	2000	69	1	4	comp:kick	25.18	12.59	8.19	2000.0	47.12
69000000	34500	2000	69	1	4	Other	0.23	232.69	0.0	1.0	0.44
69000000	34500	2000	69	1	4	total_time	53.44	53439.23	0.0	1.0	100.0
71000000	35500	2000	71	1	4	comm:bcast	0.34	0.06	29.66	6001.0	0.64
71000000	35500	2000	71	1	4	comm:gather	0.72	716.53	0.0	1.0	1.35
71000000	35500	2000	71	1	4	comm:histo_extra	3.59	1.79	100.81	2000.0	6.76
71000000	35500	2000	71	1	4	comm:recv_task	1.88	0.16	3024.05	12004.0	3.54
71000000	35500	2000	71	1	4	comm:scatter	1.81	1812.57	0.0	1.0	3.42
71000000	35500	2000	71	1	4	comp:drift	8.49	4.24	3.49	2000.0	16.01
71000000	35500	2000	71	1	4	comp:histo	10.65	5.33	2.06	2000.0	20.09
71000000	35500	2000	71	1	4	comp:kick	25.32	12.66	8.29	2000.0	47.75
71000000	35500	2000	71	1	4	Other	0.23	234.21	0.0	1.0	0.44
71000000	35500	2000	71	1	4	total_time	53.03	53025.46	0.0	1.0	100.0
73000000	36500	2000	73	1	4	comm:bcast	0.34	0.06	25.5	6001.0	0.59
73000000	36500	2000	73	1	4	comm:gather	0.76	761.78	0.0	1.0	1.33
73000000	36500	2000	73	1	4	comm:histo_extra	3.6	1.8	85.98	2000.0	6.26
73000000	36500	2000	73	1	4	comm:recv_task	1.59	0.13	3695.61	12004.0	2.76
73000000	36500	2000	73	1	4	comm:scatter	6.14	6135.72	0.0	1.0	10.64
73000000	36500	2000	73	1	4	comp:drift	8.62	4.31	2.95	2000.0	14.99
73000000	36500	2000	73	1	4	comp:histo	10.72	5.36	2.02	2000.0	18.66
73000000	36500	2000	73	1	4	comp:kick	25.5	12.75	8.66	2000.0	44.36
73000000	36500	2000	73	1	4	Other	0.23	230.86	0.0	1.0	0.4
73000000	36500	2000	73	1	4	total_time	57.5	57497.88	0.0	1.0	100.0
75000000	37500	2000	75	1	4	comm:bcast	0.34	0.06	27.29	6001.0	0.63
75000000	37500	2000	75	1	4	comm:gather	0.87	866.86	0.0	1.0	1.59
75000000	37500	2000	75	1	4	comm:histo_extra	3.96	1.98	107.31	2000.0	7.27
75000000	37500	2000	75	1	4	comm:recv_task	1.23	0.1	4183.46	12004.0	2.25
75000000	37500	2000	75	1	4	comm:scatter	2.48	2483.61	0.0	1.0	4.56
75000000	37500	2000	75	1	4	comp:drift	8.85	4.43	4.01	2000.0	16.26
75000000	37500	2000	75	1	4	comp:histo	10.76	5.38	2.86	2000.0	19.76
75000000	37500	2000	75	1	4	comp:kick	25.73	12.87	8.8	2000.0	47.24
75000000	37500	2000	75	1	4	Other	0.24	237.31	0.0	1.0	0.44
75000000	37500	2000	75	1	4	total_time	54.47	54464.98	0.0	1.0	100.0
77000000	38500	2000	77	1	4	comm:bcast	0.4	0.07	32.37	6001.0	0.56
77000000	38500	2000	77	1	4	comm:gather	0.84	836.41	0.0	1.0	1.17
77000000	38500	2000	77	1	4	comm:histo_extra	18.74	9.37	27.1	2000.0	26.3
77000000	38500	2000	77	1	4	comm:recv_task	3.7	0.31	2001.25	12004.0	5.19
77000000	38500	2000	77	1	4	comm:scatter	2.48	2479.34	0.0	1.0	3.48
77000000	38500	2000	77	1	4	comp:drift	7.77	3.89	14.93	2000.0	10.91
77000000	38500	2000	77	1	4	comp:histo	11.24	5.62	9.69	2000.0	15.77
77000000	38500	2000	77	1	4	comp:kick	25.85	12.93	9.96	2000.0	36.27
77000000	38500	2000	77	1	4	Other	0.25	253.67	0.0	1.0	0.36
77000000	38500	2000	77	1	4	total_time	71.27	71273.87	0.0	1.0	100.0
